Qno.,word,FClass,CClass
1922,secret universe,desc,DESC
1923,second man walk moon,ind,HUM
1924,major Victorian novelist spent much time working post office writing,ind,HUM
1925,caused adjournment 25th anniversary session United Nations General Assembly,reason,DESC
1926,major league baseball team Pittsburgh called,gr,HUM
1927,name Islamic counterpart Red Cross,termeq,ENTY
1928,year Olympic Games played Nadia Comaneci became popular,date,NUM
1929,glass made,substance,ENTY
1930,Lee Harvey Oswald purchase rifle,manner,DESC
1931,sing like Elvis Presley,manner,DESC
1932,biggest Indian airports,other,LOC
1933,folklore story regarding birds ' nests birds Christmas trees,cremat,ENTY
1934,"world three largest oceans , order size",other,LOC
1935,Pope,ind,HUM
1936,Internet can find information laundry detergent,other,LOC
1937,French call La Manche,termeq,ENTY
1938,easy way count approximate number fish lake,techmeth,ENTY
1939,clean cache,manner,DESC
1940,name Aristotle Onassis yacht,veh,ENTY
1941,fear dirty,dismed,ENTY
1942,animal occurs Spielberg `` Jaws '',animal,ENTY
1943,Red Planet,def,DESC
1944,Shea & Gould law firm office L.A. many years,count,NUM
1945,common surname America,ind,HUM
1946,long take typical American eat 23 quarts ice cream,period,NUM
1947,difference fruit vegetable,desc,DESC
1948,kind tree graces Lebanon flag,plant,ENTY
1949,tumbled marble,def,DESC
1950,various ways one can measure User Satisfaction Level,techmeth,ENTY
1951,city sometimes called Athens Switzerland,city,LOC
1952,bocci originate,other,LOC
1953,light travel void space medium ` wave ' ` pulse ' .,manner,DESC
1954,Valdez Principles,def,DESC
1955,can easily remove red wine stains t-shirts,manner,DESC
1956,write MLA style bibliographies Internet source,manner,DESC
1957,Imam Hussain Ben Ali Shia people believe,desc,HUM
1958,origin word assassinate,desc,DESC
1959,"can find information Bob Barr , representative Georgia",other,LOC
1960,frequency VHF,other,NUM
1961,Arabic Numerals 1 10,desc,DESC
1962,policeman become Canadian edition Monopoly,other,ENTY
1963,many electoral votes take win presidency,count,NUM
1964,digitalis,def,DESC
1965,kind flowers detective Nero Wolfe raise,plant,ENTY
1966,paper made late 16th century,substance,ENTY
1967,William Henry Harrison,desc,HUM
1968,outcome 1945 Yalta Conference,desc,DESC
1969,`` flintknapping '',def,DESC
1970,popular contact lens color,color,ENTY
1971,cities Dickens Tale Two Cities,city,LOC
1972,causes canker sores mouth,reason,DESC
1973,year movie Ten Commandments released,date,NUM
1974,fastest fish world,animal,ENTY
1975,color castellated walls Kremlin,color,ENTY
1976,celebrated week February 21-27,event,ENTY
1977,damage business government caused bureaucracy,other,ENTY
1978,countries best math students,country,LOC
1979,De Beers company founded,date,NUM
1980,California prayer book Old West gambler,cremat,ENTY
1981,first black performer network TV show,ind,HUM
1982,another name aspartame,termeq,ENTY
1983,John F. Kennedy consider greatest blunder office,desc,DESC
1984,abbreviation trinitrotoluene,abb,ABBR
1985,"creature absolute fastest moving world , birds , mammals , etc. ,",animal,ENTY
1986,date Bastille Day,date,NUM
1987,IOC abbreviation,exp,ABBR
1988,proud claim fame young women formed Kappa Alpha Theta,reason,DESC
1989,two products use tiger symbol,product,ENTY
1990,"Freidreich Wilhelm Ludwig Leichhardt , Prussian born explorer , go school",other,LOC
1991,color eyes sensitive light,color,ENTY
1992,much folic acid expectant mother get daily,count,NUM
1993,company uses unfamiliar faces celebrity spokespeople promote use product,gr,HUM
1994,disease Katharine Hepburn makes voice shake,dismed,ENTY
1995,"FCC chairman Newton Minow declare TV May 9 , 1961",desc,DESC
1996,much caffeine 16 oz cup coffee,count,NUM
1997,name art growing miniature trees,termeq,ENTY
1998,two countries South America landlocked,country,LOC
1999,Tiffany mean,def,DESC
2000,magnets attract,reason,DESC
2001,address Chinese person,manner,DESC
2002,meaning thalassemia,def,DESC
2003,Columbia Tristar phone number,code,NUM
2004,impress guy,manner,DESC
2005,method called `` cold fusion '' create,techmeth,ENTY
2006,Princess Diana Prince Charles get married,date,NUM
2007,determines value pearl,other,ENTY
2008,country Hitler rule,country,LOC
2009,"name American ship sunk mine Havana harbor , causing Spanish-American war",veh,ENTY
2010,directed Wild Bunch,ind,HUM
2011,emblazoned Jolly Roger,other,ENTY
2012,Orange Bowl city,city,LOC
2013,alveoli,def,DESC
2014,comedian born Allen Stewart Konigsberg,ind,HUM
2015,many Leos Pope,count,NUM
2016,state Herbert Hoover born,state,LOC
2017,"TV series featured Neal , martini-drinking St. Bernard",cremat,ENTY
2018,developed crack 1835 tolling death U.S. Chief Justice John Marshall,other,ENTY
2019,many fiddlers Old King Cole,count,NUM
2020,"poet wrote : `` ... promises keep , miles go sleep ''",ind,HUM
2021,ethylene,def,DESC
2022,Irwin Allen bomb Richard Widmark saying 'll `` first officer history get butt kicked mess bugs ! '',cremat,ENTY
2023,fear clouds,dismed,ENTY
2024,music used new VW Beetle commercial car spins changes colors,cremat,ENTY
2025,fear pregnancy,dismed,ENTY
2026,population India,count,NUM
2027,origin word `` pallbearer '',desc,DESC
2028,long flies live,period,NUM
2029,Microsoft Windows 3 software successful,reason,DESC
2030,runs Andy Capp favorite pub,ind,HUM
2031,state produces best lobster eat,state,LOC
2032,many times day typical person go bathroom,count,NUM
2033,bowl game began East-West contest Michigan Stanford 192,sport,ENTY
2034,"islands got name Spanish baja mar , meaning shallow water",other,LOC
2035,"deadrise , nautical ,",def,DESC
2036,official language Algeria,lang,ENTY
2037,took first prize Omni magazine contest find `` ultimate unanswerable question '',other,ENTY
2038,six words follow line : `` jack king.. . '',word,ENTY
2039,find city area code,manner,DESC
2040,author Days Lives Cookbook signed 198 Liz Chandler TV Days Lives,ind,HUM
2041,foods contain protein,food,ENTY
2042,President assassinated Charles J. Guiteau,ind,HUM
2043,comic TV golden age went motto `` Anything laugh '',ind,HUM
2044,many feet long baseball pitcher rubber,count,NUM
2045,nationality Jackson Pollock,country,LOC
2046,invented game bowling,ind,HUM
2047,snakes New England,animal,ENTY
2048,many times larger life size Statue Liberty,count,NUM
2049,name country Hitler ruled,country,LOC
2050,group kidnaped Patricia Hearst,gr,HUM
2051,long human live,period,NUM
2052,can get U.S. economic statistics,other,LOC
2053,many Superbowls ers won,count,NUM
2054,mouse n't working fast supposed,desc,DESC
2055,gandy dancer,def,DESC
2056,creator `` Muppets '',ind,HUM
2057,following celebrities started show-biz career disc jockey,ind,HUM
2058,Triple Crown-winning horse took 1973 Belmont Stakes 31 lengths,animal,ENTY
2059,perfect score gymnastics exercise,other,NUM
2060,dot letter called,termeq,ENTY
2061,capital Iowa,city,LOC
2062,asked Loco-Motion 1962,ind,HUM
2063,rathaus Frankfurt,def,DESC
2064,"President served five years , six months 2 days",ind,HUM
2065,call feeling experienced something,termeq,ENTY
2066,incident caused canning summit conference Eisenhower Khrushchev,reason,DESC
2067,abbreviated form National Bureau Investigation,abb,ABBR
2068,"fear odors , body ,",dismed,ENTY
2069,formula calculate pi,techmeth,ENTY
2070,difference bachelor 1 bedroom apartment,desc,DESC
2071,Drew Barrymore middle name,ind,HUM
2072,write book report,manner,DESC
2073,"Cobol , Fortran , Pascal",def,DESC
2074,Supergirl secret identity,ind,HUM
2075,"US Federal Government website Standard Industrial Classification codes , SIC ,",other,LOC
2076,court Bob Woodward describe Brethren,gr,HUM
2077,made first surfboard,ind,HUM
2078,name police officer tried keep order Top Cat neighborhood,ind,HUM
2079,date Rosa Parks Become symbol civil rights movement refusing give seat bus,date,NUM
2080,highest-paying odds roulette table,perc,NUM
2081,year US Marine Corps adopt motto `` Semper Fidelis '',date,NUM
2082,many films Ingmar Bergman make,count,NUM
2083,deltiologist collect,other,ENTY
2084,Garry Kasparov famous,reason,DESC
2085,`` c '' stand equation E=mc2,exp,ABBR
2086,Greek God Sea,ind,HUM
2087,well-known music personality father adopted son named Hans Christian Henderson,ind,HUM
2088,measure heat sun,manner,DESC
2089,people two different color eyes,reason,DESC
2090,leg cat move left front leg walking - left rear right rear leg,body,ENTY
2091,first Barbie produced,date,NUM
2092,hardest substance human body,substance,ENTY
2093,first woman governor Wyoming,ind,HUM
2094,many weeks winter ground hog sees shadow,count,NUM
2095,Green Bay Packers coach philosophized : `` nothing stokes fire like hate '',ind,HUM
2096,birds find way back place every year,manner,DESC
2097,Henry Ford Museum,other,LOC
2098,Name film won Golden Bear Berlin Film Festival,cremat,ENTY
2099,International Lawn Tennis Challenge Trophy usually called,termeq,ENTY
2100,year nylon stockings first go sale,date,NUM
2101,research expedition mountain climbing,sport,ENTY
2102,flight Fawaz Younis commit air piracy hostage taking,veh,ENTY
2103,10 largest cities US,city,LOC
2104,wart,def,DESC
2105,spaceball played,def,DESC
2106,rabies spread,manner,DESC
2107,famous comedian recently tried without success revive play,ind,HUM
2108,Drew Barrymore email address,other,LOC
2109,can tell someone lying,manner,DESC
2110,difference preface foreword,desc,DESC
2111,fingernails made,substance,ENTY
2112,nationality 123 people died Black Hole Calcutta,country,LOC
2113,storm wave mean Japanese,def,DESC
2114,sterilize needle lethal injection,reason,DESC
2115,TV family sometimes buys eclairs Nelson Bakery,ind,HUM
2116,can get rust stains clothing,manner,DESC
2117,small businessman contact Good Humor Ice Cream company business,manner,DESC
2118,enigmatic U.S. vice president tried acquitted treason plot set independent empire West,ind,HUM
2119,Charles Lindbergh wife,ind,HUM
2120,sings Angel Eyes 80,ind,HUM
2121,Jurassic Period end,date,NUM
2122,one thing need can purchase life insurance,other,ENTY
2123,caused Titanic sink,reason,DESC
2124,chemiosmotic theory,def,DESC
2125,information can tell actor James Cromwell,desc,HUM
2126,ion drive work,manner,DESC
2127,can trace family roots,manner,DESC
2128,date Iraq invasion Kuwait,date,NUM
2129,another word diet,word,ENTY
2130,courier,def,DESC
2131,Sinatra hit dooby dooby,cremat,ENTY
2132,get girl sex,manner,DESC
2133,award `` Oscar '' advertising,other,ENTY
2134,name planet Ewoks live,other,LOC
2135,ice creams contain seaweed,food,ENTY
2136,dumb-but-loveable character Maurice Gosfield play Phil Silvers Show,ind,HUM
2137,`` USB '' port computer,exp,ABBR
2138,term means sexual attraction male female,termeq,ENTY
2139,called world largest department store,gr,HUM
2140,sea surrounds Cayman Islands,other,LOC
2141,many different vegetation zones,count,NUM
2142,LOL mean,exp,ABBR
2143,ocean Amelia Earhart flying disappeared,other,LOC
2144,book Holden Caulfield appear,cremat,ENTY
2145,happens lightning strikes body water,desc,DESC
2146,nickname German flying ace Manfred von Richthofen,ind,HUM
2147,e=mc2 mean,def,DESC
2148,country Germany invaded Poland September 1939,country,LOC
2149,contact answers.com,manner,DESC
2150,names different toes,body,ENTY
2151,different products petroleum,product,ENTY
2152,causes asthma,reason,DESC
2153,Bill Rights ratified,date,NUM
2154,"number 1 , 2 , 4 mean Dr. Pepper bottles",def,DESC
2155,largest U.S. state east Mississippi,state,LOC
2156,can find much costs raise baby six months,manner,DESC
2157,"population Biloxi , Mississippi",other,NUM
2158,vowel Esperanto nouns end,letter,ENTY
2159,heuristic,def,DESC
2160,California desert dubbed High Desert,other,LOC
2161,"Miller Lite TV commercial , creature",animal,ENTY
2162,wrote ` Hamlet ',ind,HUM
2163,jack-o '-lantern get name,manner,DESC
2164,can 't ostriches fly,reason,DESC
2165,Blackhawks maintain operations,other,LOC
2166,rooftops Canada green,reason,DESC
2167,African country founded freed American slaves 1847,country,LOC
2168,year first issue `` Playboy '' come,date,NUM
2169,Orange Bowl located city,city,LOC
2170,fear motion,dismed,ENTY
2171,pseudonym William Sydney Porter use writing Gift Magi,ind,HUM
2172,fear glass,dismed,ENTY
2173,"Waugh `` Handful Dust , '' mad old man force hero every afternoon",desc,DESC
2174,last name Lucy Linus Peanut comic strip,ind,HUM
2175,cheery fellow got ZIP code 9971 U.S. Postal Service 1963,ind,HUM
2176,many layers bottle Yoo-Hoo settle,count,NUM
2177,Name Pittsburgh baseball team .,gr,HUM
2178,nearest star Earth,other,LOC
2179,Inoco based,other,LOC
2180,El Nino mean spanish,termeq,ENTY
2181,Choo Choo Charlie say,desc,DESC
2182,register trade name North Carolina,manner,DESC
2183,number assassinations attempts assassinate U.S. since 1865,count,NUM
2184,many stations shoot basketball game `` Around World '',count,NUM
2185,Jake brake,def,DESC
2186,sign best love match horoscope sign,symbol,ENTY
2187,Russian ambassador Hungary 1956 uprising,ind,HUM
2188,holds NFL record touchdowns season,ind,HUM
2189,cards bullets,other,ENTY
2190,average age horse lives,period,NUM
2191,"planet visit see Bebrenia , Arcadia , Amazonis",other,LOC
2192,language words,lang,ENTY
2193,Natick,other,LOC
2194,J.R.R. Tolkien book features Gimli central character,cremat,ENTY
2195,brand white rum still made Cuba,product,ENTY
2196,Shirley MacLaine,desc,HUM
2197,business exports sparkling wine Spumante,gr,HUM
2198,fear water,dismed,ENTY
2199,number 33 Rolling Rock beer bottle mean,def,DESC
2200,origin city `` Corpus Christi '',desc,DESC
2201,wrote ` Pines Rome ',ind,HUM
2202,Valley Kings,other,LOC
2203,first U.S.-based team NHL,gr,HUM
2204,sport caber-tossing originate,other,LOC
2205,"played Chicago Bears , Houston Oilers Oakland Raiders 26-year pro football career",ind,HUM
2206,Union Stockyards,other,LOC
2207,weird shape dinner fish knife originate,other,LOC
2208,many children Ray Davies Kinks,count,NUM
2209,many years Shea & Gould practice law Los Angeles,count,NUM
2210,Walter Huston remove perform movie Treasure Sierra Madre,other,ENTY
2211,much salt oceans,count,NUM
2212,leads star ship Enterprise Star Trek,ind,HUM
2213,animals acted lapwarmers American colonists church,animal,ENTY
2214,won World War II,ind,HUM
2215,`` bovine '' come,desc,DESC
2216,U.S. get energy,other,LOC
2217,"country , Canada Mexico , closest U.S.",country,LOC
2218,weakest bone body,body,ENTY
2219,dew point,def,DESC
2220,Garrett Morgan married,ind,HUM
2221,name Darth Vader son,ind,HUM
2222,many stars Big Dipper,count,NUM
2223,become dentist,manner,DESC
2224,Ishmael Moby Dick,desc,HUM
2225,many wings flea,count,NUM
2226,country called Queen Antilles,country,LOC
2227,can find website gives comparisons good prices,other,LOC
2228,population Mozambique,other,NUM
2229,multimedia,def,DESC
2230,state Indians,state,LOC
2231,difference terry cloth French terry,desc,DESC
2232,long Camptown Racetrack,dist,NUM
2233,Name two blob members animated Herculoids .,ind,HUM
2234,Luther display `` Ninety-Five Theses '',other,LOC
2235,`` inkhorn terms '',def,DESC
2236,difference pop music rock roll,desc,DESC
2237,river Pocahontas buried along,other,LOC
2238,hazmat stand,def,DESC
2239,`` bloodhound '',def,DESC
2240,"many miles London , England Plymouth , England",count,NUM
2241,Paul Bunyan ox name,animal,ENTY
